comment,sentiment,dominant_construct
takut banget anjirrr bener kata siapa ya lupa namanya yang aku inget cuma kata\nya gini \what makes you scared is not nuclear but ai\\nyang artinya yang bikin takut itu bukan nuklir tapi ai,negative,Social Influence
yaa allah takut banget sama fitnah dunia kalo kaya gini,negative,Performance Expectancy
walau bahaya tapi bisa bikin film,negative,Facilitating Conditions
aku juga bisa,neutral,Effort Expectancy
cung yang takut lihat ai ????,negative,Effort Expectancy
8 detik,neutral,Facilitating Conditions
nauzubillah mindzalik,neutral,Effort Expectancy
gmn cara bedainnya,neutral,Effort Expectancy
takut,negative,Effort Expectancy
akhir zaman,negative,Effort Expectancy
anj,neutral,Effort Expectancy
"emang bener kata ellon mark,bahaya nya ai dan robot",negative,Effort Expectancy
dunia penuh fitnah,negative,Performance Expectancy
kirain org beneran,neutral,Effort Expectancy
suara siapa ya yang dipake,neutral,Social Influence
tanpa kalian sadari abg ini ngelike semua komen,negative,Performance Expectancy
mirip temenkuu woi,neutral,Effort Expectancy
emak emak fesbuk pasti percaya kalau ini bulan ai,positive,Performance Expectancy
kok kayak kenal,neutral,Effort Expectancy
"skrng paham kan,knp kita ngga pernah tau wajah rasulullah. karena takut dijadikan hal yang negatif",negative,Performance Expectancy
any tips to generate with bahasa dialogue? mine is always generated without audio if there’s bahasa dialogue in the prompt,neutral,Effort Expectancy
knp sih fyp gw ai terus bosenn,negative,Social Influence
ternyata ini salah satu alasan allah tidak memperlihatkan nabi muhammad di akhir zaman,negative,Performance Expectancy
"veo 3 dimana sih kok dapetnya 2,5pro",neutral,Facilitating Conditions
kita tidak bisa mencegah berkembangnya teknologi guys jadi apa yang harus kita lakukan? yaa kita harus bijak memanfaatkannya. didik jg anak cucu kita agar tidak tertipu mana original mana ai,negative,Performance Expectancy
buat tugas video kuliah too much tidak ya?,neutral,Social Influence
ko aku makin takut,negative,Effort Expectancy
bang lempar prompt bya,neutral,Performance Expectancy
eh tkut banget anjir jadi nya,negative,Effort Expectancy
veo 3,neutral,Effort Expectancy
bukan ai ini mah asli,positive,Effort Expectancy
:gue kalo ngeliat ai kaya gimana gitu anjit,positive,Performance Expectancy
takut,negative,Effort Expectancy
veo 3 promosi nya kenceng bgtt nongol mulu,positive,Social Influence
kaya asli bejir,positive,Effort Expectancy
lah mirip tetangga gw,neutral,Effort Expectancy
gue takut banget anjirr sama ai bisa aja nnti yang gasuka sama kita ngedit kita yang engga engga,negative,Social Influence
lah fairus crsh lama gw dlu,neutral,Effort Expectancy
cantik,positive,Social Influence
ni mukanya muka siapa sih,neutral,Effort Expectancy
takut bangett tolong,negative,Performance Expectancy
"kalo bener bisa bikin ky gitu,pengen bikin video alm. nenekku yang lg ngomel2,kangen omelannya duuhh",positive,Performance Expectancy
sepintas mirip ricis atau osd yak? suaranya tapi familiar jg..,negative,Performance Expectancy
"ngeri..baru versi awal aja udah kaya gini ai,apalagi kalau udah advance bbrp tahun lagi",positive,Effort Expectancy
"kendaraan nya jakarta,gedung gedung nya gedung singapur",neutral,Effort Expectancy
wajahnya rata2 serupa semua,neutral,Effort Expectancy
"kepala gua mendadak pusing,mana yang bisa kupercaya?",negative,Social Influence
"𝗕𝗔𝗖𝗞 𝗦𝗘𝗠𝗨𝗔 𝗦𝗜𝗡𝗜,𝐎𝐍 𝐒𝐄𝐓𝐈𝐀𝐏 𝐇𝐀𝐑𝐈",neutral,Performance Expectancy
mau belajar pliss,neutral,Performance Expectancy
ini masi doble orngnya,negative,Effort Expectancy
ada manusia aslinya tidak sih?,neutral,Effort Expectancy
klo ngeliat video ai kyk liat video alm.,neutral,Performance Expectancy
yang jdi subjek orang nya itu diambil dari orang nyata atau emng dari ai nya si ini,neutral,Performance Expectancy
"bang,minta promp nya video ini boleh ga?",neutral,Effort Expectancy
"jujur,aku liat vt anak2 lagi masak aku kira itu ai ternyata dia lagi main sensori play dan itu manusia. trs liat moana anak ricis aku kira itu ai.. skrg aku bnr2 curigaan “ai kayanya ni” blm ditahap ai yang mengerikan aja udah susah bedain",negative,Performance Expectancy
"mau keliatan se real apapun tpi ttp aja hasil nya kaya kosong gtu tidak siii,ga hidup",negative,Performance Expectancy
"salah satu ciri vidio ai wajah terlihat mulus seperti menggunakan efek semua sisi kualitas vidio begitu halus,,,,",positive,Social Influence
kenapa saya buat takda suara eh,negative,Social Influence
tidak ngerrtii sumpahh gue ngelagg,negative,Effort Expectancy
manteppp,positive,Social Influence
sebahaya itu..,neutral,Performance Expectancy
singkat padat aku cantik kan guys,positive,Performance Expectancy
ai ny keliatan pas ketawa di akhir,positive,Effort Expectancy
kak minta prompt si aku tidak muncul suara mulu,negative,Social Influence
bahaya banget kalau ketangan orang yang salah,negative,Performance Expectancy
mirip kaka ria ricis,neutral,Social Influence
kok kayak aslii,neutral,Effort Expectancy
keliatan bgttt qi nyaa,positive,Social Influence
e ay,neutral,Effort Expectancy
udh gila gw gilaa,positive,Performance Expectancy
tutor?,neutral,Effort Expectancy
orang indonesia semua di ai,neutral,Effort Expectancy
muka nya gada di dunia nyata,negative,Effort Expectancy
"caranya gi mana kak,ajarin atuh",neutral,Effort Expectancy
kalo mau ganti suara gimana ya caranya?,neutral,Effort Expectancy
bahaya ini kalo sampe ibu ibu pengajian liat,negative,Performance Expectancy
kok gw bikin gada suara ya,negative,Effort Expectancy
jadi inget kata timothy roland,neutral,Social Influence
kok jadi gelisah gini..,negative,Performance Expectancy
"tapi tatapan nya tetep keliatan,kosong",negative,Performance Expectancy
cek dm,neutral,Social Influence
cara nya gmna sih bikin ai gini,neutral,Effort Expectancy
bahaya bisa untuk penipuan,negative,Performance Expectancy
takut ih,negative,Effort Expectancy
kok mirip kak ria ricis ya wah bahaya nih,negative,Effort Expectancy
jadi gini ini kalo ai terus orang yang dipakek pakek dlm bentuk si ini siapa btw ngerti tidak mksd gua ?,neutral,Effort Expectancy
keliatan bgttt ai nyaa,positive,Social Influence
bahaya,negative,Effort Expectancy
kok lihat nya kyk rasa rasa takut yaa,negative,Effort Expectancy
ai = hama,neutral,Facilitating Conditions
�� apa nanti perkembangan ai voe 3 bisa bikin clown kayak film zombie itu,neutral,Performance Expectancy
ada tidak sih yang sm kayak mbak ini di dunia nyata??,neutral,Effort Expectancy
pliss ai pliss,neutral,Social Influence
org lain:waww ai makin bagus\ngw:apakah manusia vs ai akan dimulaii,positive,Facilitating Conditions
"wah mirip asli nih,ngeri yahhh kalau disalahgunakan",negative,Effort Expectancy
trmsuk deepfake gsii?,neutral,Social Influence
ini org asli gasiii,positive,Effort Expectancy
faceswap video nya dengan muka kita bagaimana cara nya?,neutral,Effort Expectancy
ib prompt,neutral,Effort Expectancy
di atas video nya rasya_judge,neutral,Effort Expectancy
besok ai lbh bnyk dampak negatifnya,negative,Performance Expectancy
"dengar dengar sih,ia di buat untuk ambil informasi manusia jika sudah terkumpul semua meraka akan membuat robot dari data manusia perkiraan 2030",negative,Performance Expectancy
takut semoga tidak ada pecah bela gara2 ai,negative,Performance Expectancy
ada yang sama tidak setiap liat hasil video ai kek gelisah gmn gtu,neutral,Effort Expectancy
makin ngeri,negative,Effort Expectancy
pliss jangan smpai ai dijadiin genre d drakor,neutral,Performance Expectancy
"bang saya kok pake veo 3,tapi tidak ada suaranya ya? itu ngebug kah?",negative,Social Influence
mampir vt ku donk ka plis,neutral,Social Influence
trus wjh nya atw org2 nya ktu org real kah atw ?,neutral,Performance Expectancy
mukanya kaya tidak asing kaya pernah liat di rl,positive,Social Influence
"feeling dystopian,di belakang rame tapi not alive.",negative,Performance Expectancy
untung aku pakai cadar,neutral,Effort Expectancy
akhir zaman emang semenakutkan iniii,positive,Performance Expectancy
ia kelemahan cuma tangan,negative,Effort Expectancy
kalo kelihatan bahaya lbh baik diboikot aj,neutral,Performance Expectancy
"auto arsipin foto / video yang kliatan muka,jaga\ aja\nudah makin ngeri ih",negative,Social Influence
"buat kalian yang bilang bahaya bahaya,ai itu pinter woi,kalau disuruh yang nga nga ya dia tidak mau lah kocak",negative,Performance Expectancy
info form,neutral,Effort Expectancy
"yang bikin ai siapa sih,",neutral,Effort Expectancy
gelisah,negative,Effort Expectancy
klo di samperin beneran ada tidak,neutral,Social Influence
"sekilas kayak asli,bahaya sih,takut disalahgunakan",negative,Performance Expectancy
makin kesini makin ngeri ya teknologi,negative,Performance Expectancy
"kayaknya sekarang ai udh melebihi manusia deh,takutnya ada orang yang punya dendam trus dibuat ai persis kaya manusia trus digunain macem2",negative,Performance Expectancy
"jujur yaaa ai membantu bngt bwt ngilangin rasa kangen sm org yang udh beda dunia,tapiii kalau kaya gni & trllu pintar sumpah ngeri kalii..",positive,Performance Expectancy
ai selalu ketawa padahal g ad yang lucu,negative,Effort Expectancy
apakah ini yang di namakan fitnah akhir zaman?,negative,Performance Expectancy
muka sama suara cocok banget,positive,Social Influence
gelisa banget liat nya,positive,Social Influence
berhasil,positive,Effort Expectancy
kenapa di normalisasi kan sih?,neutral,Effort Expectancy
mirip ria ricis ps di film apa ya yang main skateboard,neutral,Social Influence
gelisah banget nontonnya,negative,Performance Expectancy
malah jadi takut ihhhh,negative,Effort Expectancy
kek aslinya njir,neutral,Effort Expectancy
merinding,negative,Effort Expectancy
tidak jir.,negative,Effort Expectancy
takut banget,negative,Effort Expectancy
ngga nanya gaaaiiiss,neutral,Performance Expectancy
pertanyaan nyaa muka dia itu cuma punya dia atauu pake foto orang?,neutral,Effort Expectancy
itu pake wajah orang atau gmn sii ?,neutral,Effort Expectancy
kayaknya editor film sekarang udah pensi,neutral,Social Influence
gw takut ai ini disalah gunakan sebagai fitnah sama org² jahat,negative,Performance Expectancy
sumpah takut banget kek gini an,negative,Performance Expectancy
demi apapun gw merinding,negative,Performance Expectancy
ngk ngomong sudah tau ai,neutral,Effort Expectancy
ai ud berlebihan anj,negative,Effort Expectancy
bisa tidak bang biar bikin almarhum bapak sekedar nyapa anak2 dan mamah biar ngobatin kangen,neutral,Performance Expectancy
ai itu apa sumpah tolong ada yang bisa jlsin gk...,neutral,Performance Expectancy
tahu kan kenapa marjan tema iklan nya itu,neutral,Performance Expectancy
wow,positive,Social Influence
ai semudah itu bikin muka baru,positive,Effort Expectancy
"biasanya ada yang punya ide,ini belum ada keknya",neutral,Effort Expectancy
jadi besok kayaknya org tidak ada aktivitas cuma duduk manis sambil makan tinggal ai aja yang jalan2 kemana2,neutral,Performance Expectancy
bicaranya kaya orng beneran jir,negative,Effort Expectancy
kalo dia tidak ngomong ai juga gw percaya jir,negative,Performance Expectancy
takut jir,negative,Effort Expectancy
takuttttt,negative,Performance Expectancy
gelisah banget dengernyaa,negative,Performance Expectancy
"gue liat ini banyak ke sisi negatif bjir,bahaya bgt,kuatir disalahkan gunakan dan dijadiin sbgi barang bukti palsu",negative,Performance Expectancy
astagfiruallah sekarang udh bnyk fitnah² melalui ai,neutral,Effort Expectancy
"tau tidak ai itu generate nya selain dari form tapi juga dari data2 yang bocor mereka generate wajah,kegiatan,foto,semuanya",neutral,Performance Expectancy
hapus ai,neutral,Facilitating Conditions
fairus apa,neutral,Effort Expectancy
@ hee,neutral,Facilitating Conditions
bahaya banget jir,negative,Effort Expectancy
hah?,neutral,Performance Expectancy
,neutral,Effort Expectancy
��,neutral,Effort Expectancy
,neutral,Effort Expectancy
��,neutral,Effort Expectancy
sekilas mirip,neutral,Effort Expectancy
��,neutral,Effort Expectancy
kok dijadiin ai,neutral,Effort Expectancy
@່ realistis banget,positive,Social Influence
,neutral,Effort Expectancy
,neutral,Effort Expectancy
,neutral,Effort Expectancy
,neutral,Effort Expectancy
,neutral,Effort Expectancy
,neutral,Effort Expectancy
,neutral,Effort Expectancy
@,neutral,Performance Expectancy
,neutral,Effort Expectancy
bahaya cuyy liat ai nya,negative,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
,neutral,Effort Expectancy
��,neutral,Effort Expectancy
��,neutral,Effort Expectancy
𓈒𓏸𓇼❀,neutral,Effort Expectancy
��,neutral,Effort Expectancy
,neutral,Effort Expectancy
,neutral,Effort Expectancy
kek asli njir,positive,Effort Expectancy
terus pekerjaan apa yang kira2 tidak bisa digantikan ai,neutral,Performance Expectancy
"lahh,nakes mana bisa digantikan ai. yang ada kt pake ai dan teknologi buat perawatan dan pengobatan pasien",neutral,Performance Expectancy
mau belajar.. gimana caranya,neutral,Effort Expectancy
bang klo video vo3 tidak ad suara. knp ya bg,negative,Facilitating Conditions
wajahnya bisa diganti wajah sendiri bang??,neutral,Effort Expectancy
sehari cuma bisa 8 video ya bang?,neutral,Performance Expectancy
tukang pijat semoga tidak tergantikan ai,neutral,Performance Expectancy
pakai aplikasi apa nih kak,neutral,Effort Expectancy
pakai wajah sendiri tidak bisa? atau wajah org yang kita inginkan ya,neutral,Performance Expectancy
prompt bng?,neutral,Effort Expectancy
bang kalo udah langganan ada limit pemakaian gak?,neutral,Effort Expectancy
buatin bro,neutral,Performance Expectancy
mantaap,positive,Social Influence
"manusia akan jdi pengangguran sukses. semua pkerjaan di gantikan robot,manusia tinggal liburan,main sosmed,mkan gratis . uang tinggal di cetak di bagikan ke semua org.",negative,Performance Expectancy
a ay,neutral,Effort Expectancy
meguro pensiun,neutral,Performance Expectancy
"halo bang,boleh minta tutorial dan prompt-nya tidak yaa?",neutral,Effort Expectancy
keren,positive,Social Influence
terus mang cepot kerja apa,neutral,Social Influence
mantap,positive,Social Influence
"yang jelas jelas terganti adalah reporter berita / pembawa acara berita,gausah capek capek casting dan take berkali kali,gausah gaji orng,gausah repot2 beli kamera mahal",positive,Performance Expectancy
keren...,positive,Social Influence
mau donk bang belajar,neutral,Performance Expectancy
cuma 8 detik,neutral,Facilitating Conditions
"kata siapa tidak akan terganti ai,emang sih membantu dan mempermudah tapi justru itu penyebab nya. kebutuhan perusahaan akan sdm jadi berkurang jadi terpaksa harus phk",negative,Performance Expectancy
tapi kenapa kayak suaranya tidak ada yang lembut… kayak selalu tegas,negative,Social Influence
intinya tidak ada yang bisa di gantikan\nsecanggih apapun ai\nia tidak akan bekerja dengan sendirinya tanpa di program/di suruh,negative,Performance Expectancy
