comment,sentiment,dominant_construct
mau nanya itu mukanya apa emang ada muka orang alsi di dunia ini? muka yang di ai ini apakah muka pemilik aslinya ada?,neutral,Effort Expectancy
zaman fitnah hampir bermula,negative,Performance Expectancy
ai mulai meguasai dunia..,positive,Performance Expectancy
"hahaha abis ini fitnah marak dimana mana,orang orang tutup mata",negative,Performance Expectancy
ai ini hasil scan retina mata,neutral,Effort Expectancy
itu pake muka siapa?,neutral,Effort Expectancy
anjir…,neutral,Social Influence
"wah gila sih,satu satunya inovasi yang bakal gua tolak mentah mentah kalau gini ceritanya",positive,Effort Expectancy
bisa bisa nanti berita pake ai gini ni,neutral,Performance Expectancy
sini aku backk semua affiliate tiktok,neutral,Performance Expectancy
waduh makin canggih teknologi makin ngeri,negative,Performance Expectancy
takut banget sm ai,negative,Effort Expectancy
takut banget anjir,negative,Effort Expectancy
the end,neutral,Performance Expectancy
"masih smooth itu,keliatan banget ai nya",positive,Performance Expectancy
: wallahi we're finished,neutral,Performance Expectancy
ai itu plus minus,neutral,Performance Expectancy
dapat muka nya darimana? serius nnya,neutral,Performance Expectancy
"yang bilang ai tidak bakal nyetarain alami manusia itu bs,yg namanya sistem kecerdasan itu bertahap tidak langsung boom pinter. gw gabisa bayangin 5 taun ke depan ai udah ke apa bentukannya",negative,Performance Expectancy
kelemahan ai tuh cuma di tulisan sama jari kadang,negative,Effort Expectancy
kami dari 27 bulan mei,neutral,Social Influence
yep it’s good for horror movies,neutral,Performance Expectancy
jadi ini ai?,neutral,Effort Expectancy
orang tua smpe gapercya klo ini ai,neutral,Effort Expectancy
habislah aku semakin berdebat dengan ibuku bahwa ini beneran ai,negative,Social Influence
wktu sudah tidak banyak lagi persiapkan diri kalian semua,neutral,Performance Expectancy
gilaa gw liat ny,positive,Social Influence
bayangan nya masih belum sempurna,negative,Effort Expectancy
gampang bedain nya,neutral,Effort Expectancy
kenapa tidak dibuat watermark kalo ini ai gitu lhooo biar orang tidak salah paham kan nanti bahaya juga,negative,Performance Expectancy
yaelah,neutral,Social Influence
orgnya bnrn gada di dunia nyata ??,neutral,Performance Expectancy
udah ada gambaran konflik di masa depan,neutral,Performance Expectancy
untung selama main sosmed tidak pernah post foto,neutral,Performance Expectancy
"𝗕𝗔𝗖𝗞 𝗦𝗘𝗠𝗨𝗔 𝗦𝗜𝗡𝗜,𝐎𝐍 𝐒𝐄𝐓𝐈𝐀𝐏 𝐇𝐀𝐑𝐈",neutral,Effort Expectancy
blazer mba nya pasti zara women,neutral,Performance Expectancy
pantesan wajah rasulullah tidak divisualisasikan. takutnya ada orang iseng bikin mersahkan,negative,Performance Expectancy
"wahh lama2 film robot menjadi real ini,serem euy",negative,Performance Expectancy
yang keliatan editan aja org tua gw percaya apalgi beginian makin susah dijelasin,negative,Performance Expectancy
ai nih ngambil sample nya dari mana ya,neutral,Performance Expectancy
tapi ini bneran manusia nyata kan? atauu cuma wajah lukisan?,neutral,Performance Expectancy
ketawanya lebih natural dari pada ketawa ku,positive,Performance Expectancy
takut banget ya allah,negative,Performance Expectancy
lama lama syuting film pake ai,negative,Social Influence
makin ngeri yaaa udh bner bner deh ini akhir..,negative,Performance Expectancy
lohh ini ai ?,neutral,Social Influence
penasaran muka2 siapa ya yang di pake ai,neutral,Social Influence
takut disalah gunakan nglakuin hal buruk menggunakan muka korban tapi bukan korban yang nglakuin,negative,Performance Expectancy
"keren+ngeri,\ntapi kita bisa mangamati di bagian mata",positive,Social Influence
"yang bilang masi keliatan ai,emang bener,tp coba bayangkan 5 tahun kedepannya?,atau mungkin bahkan 1 tahun kedepannya,sudah se smooth apa ?",neutral,Performance Expectancy
itu wajah siapa?\napakah ngambil dari wajah kita?,neutral,Performance Expectancy
"dunia sudah bergerak lebih cepat drpd kemampuan manusia ber adaptasi,",positive,Performance Expectancy
ih takut,negative,Performance Expectancy
itu suaranya siapa ya,neutral,Effort Expectancy
"warga fb pro pasti udah pada ngeyel ini real,",negative,Performance Expectancy
hp lowbat 2 hari aja nyala\ ai udh real ke gni gabisa bedain nya jir,neutral,Performance Expectancy
merinding..,neutral,Social Influence
demi apapun takut banget kalo disalahgunakan,negative,Performance Expectancy
takut banget anj,negative,Effort Expectancy
"i hope people not use ai for bad purpose like scam,illegal website",neutral,Performance Expectancy
orang orang yang di apk x:alamak saat nya,neutral,Effort Expectancy
yang di takutkan ted kaceyenski terjadi,negative,Social Influence
pasti gini org tua gw uda ketipu,negative,Effort Expectancy
nah skrang tinggal kita yang bner\ bisa membedakan mana ai sama real agar tidak mudah ketipu,positive,Performance Expectancy
"gila makin kesini makin keren banget ai,semoga bisa makin berkembang lagi dan membantu manusia melakukan hal baik",positive,Social Influence
yang nasi goreng ai juga???,neutral,Effort Expectancy
mengerikan ketika disalahgunakan untuk hal² negatif,negative,Performance Expectancy
selalu gelisah nonton ai,negative,Social Influence
tidak lama lagi kita ......,neutral,Social Influence
jadi takut post foto muka disosmed,negative,Effort Expectancy
vibesnya sama aja ttp hampa,neutral,Performance Expectancy
jaman emng uda beda,positive,Performance Expectancy
ngeri banget klo ai dipake buat sehari hari bakal ada fitnah dimana mana karna editan ai,negative,Social Influence
jir,neutral,Performance Expectancy
sdm konoha belum nyampai ia\nmasih meributkan ijasa asli atau palsu,negative,Performance Expectancy
makin takut ama ai,negative,Effort Expectancy
apakah drama jepang akan diganti,neutral,Performance Expectancy
ai is getting scarier,neutral,Performance Expectancy
"grafik dan tekstur nya masih ai,tapi untuk suara ini bener2 rl bngt si gila banget ai ini jangan di pakai sembarangan karna ini bisa bahaya banget btw",positive,Performance Expectancy
ai di tahun 2050,positive,Performance Expectancy
im scared,neutral,Performance Expectancy
asli ini mah,positive,Social Influence
dunia tidak seru semenjak ada ai,positive,Performance Expectancy
siap siap liat perkembangan 2030,neutral,Performance Expectancy
bahaya banget buat orang tua.........,negative,Effort Expectancy
ngeri sih takut di salahgunakan,negative,Effort Expectancy
"takut bngt yatuhan,digital pada uda di luar nalar gini",negative,Performance Expectancy
bahaya bngt ai,negative,Performance Expectancy
walah aku punya ide,neutral,Performance Expectancy
"omg semua orang jaga2,mungkin video atau gambar hampa akan jadi ai mimic..",negative,Performance Expectancy
hasil scen mata nih,neutral,Social Influence
"ko aku takut ya liatnya,ai makin menjadi anjay",negative,Performance Expectancy
khas banget belakang nya pasti blur gitu,negative,Effort Expectancy
lama2 ai tidak aman. bisa2 orang jahat manfaatin apalagi ke orang yang tidak paham ai bisa dikira real dan percaya,negative,Performance Expectancy
p,neutral,Effort Expectancy
udh di mulai ya.?? jgn lupa perkuat iman,neutral,Performance Expectancy
sekarang kita tahu kenapa wajah nabi muhammad saw tidak pernah di abadikan hingga zaman sekarang,negative,Social Influence
ai semakin berbahaya,negative,Social Influence
��𝙢𝙤𝙤 𝙨𝙚𝙧𝙚𝙢𝙢 𝙗𝙜𝙩𝙩 𝙖𝙧𝙜𝙝𝙝,neutral,Effort Expectancy
gue takutnya orng tua si yang ketipu,negative,Performance Expectancy
buset ai sekarang makin mirip sama kehidupan kenyataan yang di rekam,positive,Performance Expectancy
ai lebih berbahaya daripada segalanya takutnya nanti orang asli akan hilang dari muka bumi dan digantikan oleh manusia ai.,negative,Performance Expectancy
ai bisa bikin manipulasi,negative,Effort Expectancy
"iya,udah tau dari awal kok gausah dikasih tau",neutral,Performance Expectancy
"biasanya yang kena omongannya tu orang tua yang gatau bener apa ngganya ini ai,ngeri cuy",negative,Performance Expectancy
sumpah takut banget mungkin anak\ muda tau ini ai cuman kalo bapak\/ibu\ pasti percaya itu bukan ai,negative,Performance Expectancy
nyaris sempurna...tapi mata ciptaan allah tidak akan tertipu..,negative,Performance Expectancy
takut banget ini malah di salah gunakan orang\yang tidak bertanggung jawab,negative,Effort Expectancy
ai bahaya,negative,Performance Expectancy
udh ketebak dari awal,neutral,Social Influence
"ai susah optimis,itu kuncinya,tapi sekarang ilang kuncinya jadi pake kunci inggris aja yah",negative,Effort Expectancy
.letdown ai iki bos?,neutral,Performance Expectancy
to 'e,neutral,Social Influence
,neutral,Social Influence
,neutral,Social Influence
,neutral,Social Influence
gua takut anjir,negative,Effort Expectancy
jir,neutral,Performance Expectancy
dèl rèy njrr..,neutral,Social Influence
istri sah jongu jadi takut mau post foto,negative,Performance Expectancy
@bell⋆˚࿔,neutral,Effort Expectancy
takut,negative,Effort Expectancy
ai semakin bahaya,negative,Social Influence
@ busett,neutral,Effort Expectancy
bro,neutral,Effort Expectancy
hal paling di takutkan elon musk,negative,Effort Expectancy
♔,neutral,Social Influence
@ takutt ih,negative,Effort Expectancy
tkt,neutral,Effort Expectancy
noooo,neutral,Social Influence
masa pemulihan kemajuan teknologi yang bisa berdampak positif dan negatif,positive,Performance Expectancy
@,neutral,Social Influence
jir,neutral,Performance Expectancy
sibuk,negative,Performance Expectancy
beuh,neutral,Performance Expectancy
,neutral,Social Influence
✿𐙚,neutral,Social Influence
@ ?.. ai loh,neutral,Performance Expectancy
takut bangetbaca komennya,negative,Effort Expectancy
.ids,neutral,Effort Expectancy
��,neutral,Social Influence
,neutral,Social Influence
,neutral,Social Influence
termasuk video bantuan cina ke gaza. itu ai semua. tidak ada bantuan sama sekali dri cina,negative,Effort Expectancy
medeni bell,neutral,Performance Expectancy
,neutral,Social Influence
��,neutral,Social Influence
��,neutral,Social Influence
��,neutral,Social Influence
��,neutral,Social Influence
,neutral,Social Influence
,neutral,Social Influence
eh jdi inget cerita khw nadia omara tidak sih yang judulnya bayangan pulang...\njdi takut mana manusia mana yang setanya,negative,Performance Expectancy
"keliatan kok kalau ai,yg video pertama dibelakang cewe nya pake baju putih celana hitam. tiba2 berubah pake overall coklat dan pake tote bag",negative,Performance Expectancy
@ cuy? tkut,neutral,Effort Expectancy
vtnya pake ai aja gezzz,neutral,Social Influence
bjirr,neutral,Effort Expectancy
takut ☆,negative,Performance Expectancy
anjir,neutral,Effort Expectancy
��,neutral,Social Influence
��,neutral,Social Influence
tapi udh ketauan kok dari ketawa sa sorotan mata nya,negative,Performance Expectancy
tapi ada yang aslinya tidak ya wajah orang itu?,neutral,Performance Expectancy
��,neutral,Social Influence
caranya gimana sih,neutral,Performance Expectancy
smat pagi hadir smoga sehat slalu smua,positive,Performance Expectancy
buatin ai mulyono lagi bawa ijasah palsu bang,neutral,Social Influence
yang kedua asli tidak sih?,neutral,Effort Expectancy
��,neutral,Social Influence
kayaknya iklan di tv\ juga udh mulai pake ai ya?,neutral,Social Influence
takut jadi kayak casandra?,negative,Performance Expectancy
"saverajaampat maaf oot,tapi berita ini gaboleh redup",negative,Performance Expectancy
akida,neutral,Performance Expectancy
wduhh gimna inii,neutral,Performance Expectancy
kok bisa sih,neutral,Effort Expectancy
minta promptnya,neutral,Effort Expectancy
��,neutral,Social Influence
prom,neutral,Performance Expectancy
��,neutral,Social Influence
ih takutnyee,negative,Effort Expectancy
the real of illuminati,neutral,Effort Expectancy
fakta akhir zaman.. (semua ini sudah ada kisi-kisinya),neutral,Performance Expectancy
mana ketawa lagi,positive,Facilitating Conditions
seakan mereka ini hidup dan nyata,positive,Social Influence
,neutral,Social Influence
kadang lucu kadang takut ya bagi gue,negative,Performance Expectancy
��,neutral,Social Influence
nyengir lu,neutral,Effort Expectancy
takut banget,negative,Effort Expectancy
bisa bikin film nii,neutral,Effort Expectancy
di era ini baru ngerti kenapa dari dulu tidak ada gambar wajah nabi saw,negative,Performance Expectancy
,neutral,Social Influence
sumpah ..gk bisa mikir aku,positive,Performance Expectancy
tbtb banget ketawa,positive,Effort Expectancy
coba bikin filem horor di ai,neutral,Social Influence
di gemini di batasi co,neutral,Social Influence
"kyk gini,apa isi hati perfilman an yah",neutral,Performance Expectancy
busett,neutral,Social Influence
ngeri anying klo uda bisa k gini mh,negative,Social Influence
��,neutral,Social Influence
anjir kaya real,neutral,Effort Expectancy
teknologi udah bikin bingung aja,negative,Effort Expectancy
siapa sih yang nyiptaiin ai ini plis,neutral,Performance Expectancy
��,neutral,Social Influence
kalo di emak\ udh pada percaya in,neutral,Performance Expectancy
,neutral,Social Influence
takut banget pliss hanzz25 :3,negative,Effort Expectancy
curiga muka\ yang di buat ai itu yang scan mata,neutral,Effort Expectancy
google makin ngeri,negative,Social Influence
"ginii amat yaa indonesia,mauu maju tapii maju nya negatif",negative,Performance Expectancy
hanya bermain di dunia digital aja,neutral,Performance Expectancy
ti,neutral,Social Influence
kalau nak tahu ori tak ori biasa ai akan akhiri perbicaraan ya dengan gelak yang at out nowhere,neutral,Performance Expectancy
astaghfirullah,neutral,Performance Expectancy
parah ih,negative,Effort Expectancy
sumpah klo liat ai tuh kenapa tidak tenang ya bawaannya,negative,Effort Expectancy
waktu nya otak berjalan harus beda in mana ai mana asli,neutral,Performance Expectancy
pinter\ ya kalo ai dia fokus ke objek contoh kayak objek yang penting manusia biasa nya kayak npc nya itu burem,negative,Performance Expectancy
